Unnamed: 0.1,Unnamed: 0,produitID,name,prix,link,imgCover,REFERENCE,description,techniqueDetails,EAN_x,PRIX TARIF N_x,EAN_y,PRIX TARIF N_y,BRAND
46,46,5430,Lame de scie circulaire bois OPTILINE WOOD,"41,02",https://www.prolians.fr/lame-de-scie-circulaire-bois-optiline-wood-boschp77051m.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/p/7/p77051m_0_20250419131909_1.jpg,-,"

            Description du produit 

            Lame de scie circulaire Optiline Wood permettant des coupes précises et de qualité dans tout type de bois.Denture de qualité en carbure, affûtée avec précision, assurant des coupes nettes.Lame fabriquée en acier trempé SK5 avec des dimensions stables (> 40 HRC), garantissant la précisionL'alésage fonctionne avec ou sans bagues de réduction pour s'adapter à différentes tailles. 
",,,,,,BOSCH
47,47,5431,Pack batteries et chargeur pour outillage électroportatif - 2 batteries PC18V4.0 de 4Ah PROCORE + chargeur GAL 18V-40,"199,00",https://www.prolians.fr/pack-batteries-et-chargeur-pour-outillage-electroportatif-2-batteries-pc18v4-0-de-4ah-procore-chargeur-gal-18v-40-bosch64912186.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/4/64912186_0_20250412071332_1.jpg,1600A01BA3,"

            Description du produit 

            Ce pack comprenant deux batteries ProCORE18V 4.0Ah et le chargeur GAL 18V-40 Professional offre des performances égales à celles des batteries 18V classiques, tout en étant plus compact et léger grâce aux cellules 21700 de dernière génération. Ces batteries, plus maniables, conservent une puissance équivalente à celle d'une batterie 18V / 4,0 Ah standard. Dotées de la technologie COOLPACK 2.0, elles bénéficient d'une meilleure gestion thermique, prolongeant leur durée de vie et augmentant leur autonomie. Le chargeur GAL 18V-40 permet de recharger une batterie ProCORE18V 4.0Ah à 80 % en seulement 48 minutes. Compatible avec tous les outils et chargeurs du système Bosch Professional 18V et l'alliance AMPShare, ce pack offre une flexibilité optimale sur les chantiers. 
",,3165140970341.0,235,3165140970341.0,235,BOSCH
48,48,5432,Coffret de 6 lames de scie sabre 2607010906,"41,39",https://www.prolians.fr/coffret-de-6-lames-de-scie-sabre-2607010906-bosch58995703.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/8/58995703_0_20250419062732_1.jpg,2607010906,"

            Description du produit 

            Lames bi-métal permettant de couper des tuyaux en acier, des profilés de petits diamètres et du bois avec des clous. Compatibles avec des scies sabres à système de queue universel.  Contenu du set :  S 922 EF Flexible for Metal / S 922 BF Flexible for Metal / S 1122 EF Flexible for Metal / S 1122 BF Flexible for Metal / S 1122 VF Flexible for Wood and Metal.  
",,3165140846523.0,"26,19",3165140846523.0,"26,19",BOSCH
49,49,5433,Lame de scie sauteuse FLEXIBLE FOR METAL/SANDWICH T718BF 2608636335 - 3 pièces,"41,68",https://www.prolians.fr/lame-de-scie-sauteuse-flexible-for-metal-sandwich-t718bf-2608636335-3-pieces-bosch27059848.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/2/7/27059848_0_20250412030536_1.jpg,2608636335,"

            Description du produit 

            Lame de scie sauteuse T 718 BF Flexible for Metal-Sandwich.Configuration de la denture : avoyé, fraisé.Domaines d'utilisation : Matériaux sandwich (80 - 120 mm) pour les coupes courbes et biaises. 
",,3165140309042.0,"22,23",3165140309042.0,"22,23",BOSCH
51,51,5435,Lame de scie sauteuse T301CD HCS - Longueur 117 mm (x5),"21,37",https://www.prolians.fr/lame-de-scie-sauteuse-t301cd-hcs-longueur-117-mm-x5-bosch17248081.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17248081_0_20250412011455_1.jpg,2608637590,"

            Description du produit 

            Lames de scie sauteuse T 301 CD Clean for Wood.Configuration de la denture : Affûtée en dépouille, à denture rectifiée.Domaines d'utilisation : Bois tendre, panneaux de particules, panneaux lattés, panneaux de fibres (10 - 65 mm). 
",,3165140016308.0,"13,65",3165140016308.0,"13,65",BOSCH
52,52,5436,Plateau de ponçage multi-trous - dureté moyenne - diamètre 150 mm,"82,92",https://www.prolians.fr/plateau-de-poncage-multi-trous-durete-moyenne-diametre-150-mm-bosch68857570.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68857570_0_20250412085717_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68857570_1_20250412085718_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68857570_2_20250412085718_1.jpg",2608900007,"

            Description du produit 

            Le plateau de ponçage Expert Multihole de 150 mm est idéal pour les ponceuses excentriques. Grâce à la technologie Expert Multihole, il assure une longévité accrue des disques abrasifs. Son système Bosch Particle Control permet une élimination efficace de la poussière, tandis que la configuration des trous prolonge la durée de vie de tous les disques abrasifs, garantissant ainsi des performances optimales lors du ponçage. 
",,4059952530574.0,"64,61",4059952530574.0,"64,61",BOSCH
53,53,5437,Burin SDS-PLUS plat - 250 x 20 mm,"24,87",https://www.prolians.fr/burin-sds-plus-plat-250-x-20-mm-bosch17282271.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17282271_0_20250412011507_1.jpg,2609390394,"

            Description du produit 

            Utilisation via dispositif de burinage SDS-Plus ou directement dans les perforateurs SDS-Plus, avec stop de rotation. Burin plat, Long Life avec longévité supérieure de 30% et 15% de capacité d'enlèvement en plus  Enlèvement de matière en un temps encore plus court Une capacité d'enlèvement élevée et constante tout au long du cycle de vie Un travail plus productif sans temps mort et sans fastidieux réaffûtage  Performances accrues: Pas de coincement Durée de vie de 100 heures  Applications: Travaux d'ajustage dans maçonnerie et béon Nettoyage de joint Dégagement d'armatures métalliques  
",,3165140308908.0,"16,56",3165140308908.0,"16,56",BOSCH
54,54,5438,Lame oscillante plongeante AIZ 32 BB,"29,56",https://www.prolians.fr/lame-oscillante-plongeante-aiz-32-bb-boschp77cpxc.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735923_0_20250412041339_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735923_1_20250412041340_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735923_2_20250412041340_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735923_3_20250412041341_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735923_4_20250412041341_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735923_5_20250412041342_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735923_6_20250412041342_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/4/5/45735923_7_20250412041343_1.jpg",-,"

            Description du produit 

            La lame Starlock AIZ 32 BSPB assure une longévité extrême pour les travaux de coupe du bois dur.Combinaison BIM d’une lame HCS et de dents HSS résistantes à l’usure et à la chaleur pour assurer une longévité extrême.Denture japonaise tridimensionnelle pour réduire le développement de la chaleur et augmenter la longévité.Arête de coupe arrondie (Curved-Tec) augmentant la longévité en évitant la rupture des dents. 
",,,,,,BOSCH
55,55,5439,Perceuse-visseuse sans fil 12V 2 batteries 2Ah 19nm GSR 12V-15FC SET MY36,"219,00",https://www.prolians.fr/perceuse-visseuse-sans-fil-12v-2-batteries-2ah-19nm-gsr-12v-15fc-set-my36-bosch61651829.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61651829_0_20250412063902_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61651829_1_20250412063903_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/1/61651829_2_20250412063903_1.jpg",06019F6000,"

            Description du produit 

            La perceuse-visseuse sans fil 12V GSR 12V-15FC SET est un outil compact offrant cinq fonctions grâce au système FlexiClick : porte-embout magnétique, porte-embout verrouillable, mandrin de perçage, renvoi d’angle et porte-embout excentrique. Sa petite taille la rend idéale pour les espaces difficiles d'accès, tout en offrant une puissance de 30 Nm. Elle dispose d'une poignée ergonomique avec revêtement en caoutchouc pour une meilleure prise en main, d'un équilibre optimisé, d'une présélection d'embrayage (20+1), d'un mandrin auto-serrant et d'une LED intégrée.Livrée avec 4 mandrins Flexiclic (renvoi d'angle, porte-embout excentré, mandrin de perçage, porte-embout), 2 batteries GBA 12V 2.0Ah, un chargeur rapide GAL 1230 CV et un coffret L-BOXX. 
",,3165140847322.0,335,3165140847322.0,335,BOSCH
56,56,5440,Scie sabre sans fil 18V 2 batteries 5Ah GSA 18V-LI L-BOXX MY12,"419,00",https://www.prolians.fr/scie-sabre-sans-fil-18v-2-batteries-5ah-gsa-18v-li-l-boxx-my12-bosch60911401.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/0/60911401_0_20250412063252_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/0/60911401_1_20250412063253_1.jpg",060164J00B,"

            Description du produit 

            La scie sabre sans-fil GSA 18V-LI Professional offre une autonomie exceptionnelle, permettant d'effectuer jusqu'à 100 coupes dans des poutres en épicéa de 100 x 100 mm avec une seule charge, garantissant une progression rapide des travaux. Grâce à son moteur protégé par le système Electronic Motor Protection, elle assure une longue durée de vie et une résistance accrue aux surcharges. Le système SDS Bosch intégré permet un changement de lame rapide et sans clé, facilitant son utilisation. Conçue pour la découpe de divers matériaux tels que le bois, le métal, les plastiques, les composites et les isolants, cette scie sabre est compatible avec toutes les batteries et chargeurs 18V de Bosch Professional, ainsi qu'avec l'alliance multimarques AMPShare, offrant ainsi une grande flexibilité d'utilisation et de compatibilité.Livrée avec une lame de scie sabre S 123 XF Progressor for Metal, une lame de scie sabre S 2345 X Progressor for Wood, 2 batteries GBA 18V 5.0Ah, un chargeur rapide GAL 1880 CV et un coffret L-BOXX. 
",,3165140861601.0,489,3165140861601.0,489,BOSCH
57,57,5441,Lame oscillante plongeante 65 mm AII65APB,"40,98",https://www.prolians.fr/lame-oscillante-plongeante-65-mm-aii65apb-bosch55883351.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/5/55883351_0_20250412052422_1.jpg,2608661781,"

            Description du produit 

            Lame plongeante BIM AII 65 APB Wood and Metal 40 x 65 mmDécoupe de bois avec clous; Raccourcissement de dormants de porte au niveau du sol (bois tendre, bois dur, panneaux plaqués, panneaux mélaminés); Coupes plongeantes précises dans des panneaux replaqués 
",,3165140596169.0,"24,57",3165140596169.0,"24,57",BOSCH
58,58,5442,"Lame de scie sabre S 922 EF bimétal - 150 x 19 x 0,9 mm - 5 pièces","43,67",https://www.prolians.fr/lame-de-scie-sabre-s-922-ef-bimetal-150-x-19-x-0-9-mm-5-pieces-bosch17247573.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17247573_0_20250412011444_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17247573_1_20250412011444_1.jpg",2608656015,"

            Description du produit 

            Lame de scie sabre S 922 EF Flexible for Metal optimisée pour une large gamme d’applications dans le métal. 
",,3165140093514.0,"25,87",3165140093514.0,"25,87",BOSCH
59,59,5443,"Lame de scie sabre S955CHC - 150x25x1,25 mm","55,24",https://www.prolians.fr/lame-de-scie-sabre-s955chc-150x25x1-25-mm-bosch68127866.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68127866_0_20250419091912_1.jpg,2608900365,"

            Description du produit 

            La denture est soudée sur un corps épais en acier extrêmement robuste : la parfaite combinaison pour des coupes droites et une grande endurance.Convient à toutes les scies sabres avec emmanchement en S, parfois appelées scies de démolition. 
",,4059952534558.0,"32,01",4059952534558.0,"32,01",BOSCH
60,60,5444,Lame de scie sauteuse PROGRESSOR FOR WOOD T234X 2608633528,"31,49",https://www.prolians.fr/lame-de-scie-sauteuse-progressor-for-wood-t234x-2608633528-bosch17248057.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17248057_0_20250412011454_1.jpg,2608633528,"

            Description du produit 

Une qualité garantissant un résultat optimal  Composition de la lame HCS: Acier au carbone destiné au travail dans des matériaux plus tendres tels que le bois tendre, les panneaux de fibres, les plastiques souples.  La géométrie des dents est déterminante pour le résultat. Dents rectifiées: Lame avec dos avec dépouille conique pour le dégagement. Appropriée pour des découpes précises et propores dans le bois et le plastique.  
",,3165140169509.0,"18,9",3165140169509.0,"18,9",BOSCH
61,61,5445,Burin SDS MAX pointu torsadé auto affutant 400mm 2608690167,"38,71",https://www.prolians.fr/burin-sds-max-pointu-torsade-auto-affutant-400mm-2608690167-bosch52794870.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/2/52794870_0_20250412044817_1.jpg,2608690167,"

            Description du produit 

            Burin pointu RTec Speed, auto-affûtant avec 30 % de capacité d’enlèvement en plus  Enlèvement de matière en un temps encore plus court Une capacité d'enlèvement élevée et constante tout au long du cycle de vie Un travail plus productif sans temps mort et sans fastidieux réaffûtage  Performances accrues: Pas de coincement Durée de vie de 100 heures Capacité d'enlèvement supérieure de 30% à celle d'un burin pointu standard  Applications: Travaux de taille et de démolition dans maçonnerie et béton Travaux d'ajustage dans maçonnerie et béton Nettoyage de joints Dégagement d'armatures métaliques  
",,3165140533621.0,"28,61",3165140533621.0,"28,61",BOSCH
62,62,5446,"Laser lignes GLL 3-80 CG Vert avec L-BOXX, support BM1, chargeur et batterie","624,00",https://www.prolians.fr/laser-lignes-gll-3-80-cg-vert-avec-l-boxx-support-bm1-chargeur-et-batterie-bosch62203285.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/2/62203285_0_20250412064950_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/2/62203285_1_20250412064951_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/2/62203285_2_20250412064951_1.jpg",0601063T00,"

            Description du produit 

            Ce laser lignes possède 3 lignes laser vertes sur 360°, qui sont jusqu’à quatre fois plus visibles que les lignes rouges. Elles permettant d’effectuer simultanément des mises à niveau horizontales et verticales pour un maximum d’efficacité.Il est équipé d'une fonction de surveillance CAL Guard très précise avec une possibilité de le commander à distance depuis un smartphone avec l’application mobile basée sur Bluetooth®.L'alimentation Dual Source peut fonctionner à la fois avec une batterie Lithium-Ion de 12 V ou avec des piles alcalines standard.Son auto-nivelage en 4 secondes permet une précision de ± 0,2 mm/m sur des surfaces inclinées jusqu’à +/- 4°.Il est livré avec un Support BM1, un chargeur rapide GAL 12V-40, une platine de mesure laser, une batterie GBA 12V 2Ah, un coffret L-BOXX 136, et une poche de rangement. 
",,3165140888424.0,789,3165140888424.0,789,BOSCH
63,63,5447,"Boulonneuse à chocs sans fil 18V 1/2"" 200 nm GDX 18V-200 SOLO","209,00",https://www.prolians.fr/boulonneuse-a-chocs-sans-fil-18v-1-2-200-nm-gdx-18v-200-solo-bosch68496373.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68496373_0_20250412084816_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68496373_1_20250412084817_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/8/68496373_2_20250412084818_1.jpg",06019J2205,"

            Description du produit 

            Grace à un porte-outils 2 en 1 innovant avec un six pans creux ¼"" et un carré mâle ½"", la GDX 18V-200 Professional de Bosch est à la fois un visseuse à chocs et une boulonneuse à chocs. Elle combine puissance, polyvalence et compacité. Équipée d'un moteur sans charbon, elle offre un couple de serrage de 200 Nm et un couple de décollement de 350 Nm, garantissant une grande autonomie et durabilité. Elle permet une utilisation flexible pour diverses applications. Idéale pour serrer et desserrer des vis (M 6 - M 16) dans la tôle, le métal ou le bois, elle est compatible avec toutes les batteries 18V Bosch Professional et AMPShare. Dotée d'une gâchette de vitesse pour un dosage précis, elle inclut aussi l’Electronic Cell Protection (ECP), un éclairage LED et un crochet de ceinture pour plus de praticité.Livrée avec un coffret L-BOXX. Sans batterie ni chargeur. 
",,4059952596693.0,235,4059952596693.0,235,BOSCH
64,64,5448,Boulonneuse à chocs sans fil 18V 1/2 2 batteries 5AH 210NM GDX 18V-210 C MY36,"369,00",https://www.prolians.fr/boulonneuse-a-chocs-sans-fil-18v-1-2-2-batteries-5ah-210nm-gdx-18v-210-c-my36-bosch71233960.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/7/1/71233960_0_20250412093925_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/7/1/71233960_1_20250412093926_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/7/1/71233960_2_20250412093927_1.jpg",06019J0202,"

            Description du produit 

            La visseuse à chocs/boulonneuse sans fil GDX 18V-210 C Professional est un outil puissant et polyvalent, conçu pour offrir à la fois flexibilité et protection contre les dommages. Son porte-outil 2 en 1 (hexagone 1/4"" et carré mâle 1/2"") permet un passage rapide entre différentes applications. Elle propose deux modes par défaut pour vis autotaraudeuses (A) et vis à bois (B), qui réduisent automatiquement la vitesse pour éviter la casse des têtes de vis et les dommages aux filetages, avec la possibilité de personnaliser ces modes via l’application Bosch Toolbox. Les trois réglages de vitesse/couple permettent un dosage précis de la puissance selon les besoins de chaque tâche.Idéale pour visser des vis à bois, des vis autotaraudeuses, ou serrer et desserrer des boulons métalliques (M6 à M16), elle est compatible avec le système 18V Bosch Professional et l’alliance AMPShare. Équipée d’un indicateur de charge, d’un clip de ceinture pour le transport et d’un éclairage LED intégré, elle assure une utilisation pratique et efficace dans diverses conditions de travail.Livrée avec 2 batteries GBA 18V 5.0Ah, un chargeur rapide GAL 18V-40 et un coffret L-BOXX. 
",,4059952587738.0,485,4059952587738.0,485,BOSCH
65,65,5449,"Lame de scie sbre Acier HCS S1542 K 100 X4,3 mm - 5 pièces","67,78",https://www.prolians.fr/lame-de-scie-sbre-acier-hcs-s1542-k-100-x4-3-mm-5-pieces-bosch17246984.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/1/7/17246984_0_20250412011439_1.jpg,2608650682,"

            Description du produit 

            Lame de scie sabre S 1542 K Top for Wood; S 1542 K ; HCS, avoyée, rectifiée; Bois de chauffage, bois humide (ø <190 mm) 
",,3165140016087.0,"33,96",3165140016087.0,"33,96",BOSCH
66,66,5450,Pack batteries et chargeur pour outillage électroportatif 18V PROCORE 8AH,"349,00",https://www.prolians.fr/pack-batteries-et-chargeur-pour-outillage-electroportatif-18v-procore-8ah-boschp73aign.html,"https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/p/7/p73aign_0_20250412113818_1.jpg,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/p/7/p73aign_1_20250412113819_1.jpg",-,"

            Description du produit 

            Les packs énergie Bosch Professional 18V incluent 2 batteries ProCORE18V (8.0Ah ou 12.0Ah) et un chargeur ultra-rapide GAL 18V-160. Conçus pour les performances extrêmes, ces packs offrent jusqu’à 87 % de puissance en plus par rapport aux batteries conventionnelles, idéales pour les applications exigeantes. Le mode Power Boost permet de recharger une batterie 12.0Ah à 50 % en seulement 22 minutes et à 100 % en 55 minutes. Compatibles avec le Professional 18V System Bosch et l’alliance multi-marques AMPShare, ces packs garantissent polyvalence et puissance pour les professionnels. 
",,,,,,BOSCH
67,67,5451,Burin SDS-PLUS pointu - 250 mm,"24,44",https://www.prolians.fr/burin-sds-plus-pointu-250-mm-bosch29342040.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/2/9/29342040_0_20250412031840_1.jpg,2609390576,"

            Description du produit 

            Burin pointu, Long Life avec longévité supérieure de 30% et 15% de capacité d'enlèvement en plus.  Enlèvement de matière en un temps encore plus court Une capacité d'enlèvement élevée et constante tout au long du cycle de vie Un travail plus productif sans temps mort et sans fastidieux réaffûtage  Performances accrues: Pas de coincement Durée de vie de 100 heures Capacité d'enlèvement supérieure de 30% à celle d'un burin pointu standard  Applications: Travaux d'ajustage dans la maçonnerie et béton Nettoyage de joints Dégagement d'armatures métalliques  
",,3165140370936.0,"16,56",3165140370936.0,"16,56",BOSCH
68,68,5452,Scie sabre sans fil 18V GSA 18V-LI SOLO L-BOXX MY12,"219,00",https://www.prolians.fr/scie-sabre-sans-fil-18v-gsa-18v-li-solo-l-boxx-my12-bosch56297758.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/6/56297758_0_20250412052814_1.jpg,060164J007,"

            Description du produit 

            La scie sabre GSA 18V-LI Professional offre une haute performance de coupe et une autonomie permettant jusqu'à 100 coupes dans des poutres en épicéa de 100 x 100 mm, garantissant rapidité et efficacité. Sa durabilité est renforcée grâce à la protection électronique du moteur (Electronic Motor Protection), tandis que le système SDS Bosch permet un changement de lame rapide et sans outil. Conçue pour la découpe de divers matériaux comme le bois, le métal, le plastique et les matériaux composites, elle est compatible avec toutes les batteries et chargeurs 18V de Bosch Professional ainsi qu'avec l'alliance AMPShare, offrant ainsi une grande polyvalence.Livrée avec une lame de scie sabre S 2345 X Progressor for Wood, une lame de scie sabre S 123 XF Progressor for Metal, un calage L-BOXX et un coffret L-BOXX. Sans batterie ni chargeur. 
",,3165140625289.0,259,3165140625289.0,259,BOSCH
69,69,5453,Meuleuse droite filaire 750W P.6 mm GGS 30LS MY36,"189,00",https://www.prolians.fr/meuleuse-droite-filaire-750w-p-6-mm-ggs-30ls-my36-bosch71604233.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/7/1/71604233_0_20250419104441_1.jpg,06012B5020,"

            Description du produit 

            La GGS 30 LS Professional est une meuleuse droite conçue pour une variété de travaux de meulage. Elle allie puissance et praticité, avec un moteur de 750 W pour des performances optimales. Son design ergonomique est complété par un système de changement d'accessoire rapide et facile grâce à son blocage de broche. La sécurité est renforcée par des fonctionnalités telles que le KickBack Control, un démarrage progressif et une protection anti-redémarrage. Sa grande polyvalence est assurée par une présélection de vitesse et une longue broche fine, rendant la meuleuse idéale pour les travaux exigeants sur le métal et la gravure de la pierre, y compris dans des espaces restreints.Livrée avec une clé, une pince de serrage 6 mm avec écrou. 
",,4053423237399.0,225,4053423237399.0,225,BOSCH
70,70,5454,Coffret de 30 lames de scie sauteuse 2607010903,"49,99",https://www.prolians.fr/coffret-de-30-lames-de-scie-sauteuse-2607010903-bosch59430769.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/9/59430769_0_20250419063108_1.jpg,2607010903,"

            Description du produit 

            Kit de 30 lames de scie sauteuse Basic for Wood and Metal, Toughbox.Idéal pour les applications dans le bois et le métal.Contient des lames pour des coupes droites et courbes dans du bois tendre et des lames garantissant de bons résultats dans le métal et des tuyaux métalliques.Compatibles avec des scies sauteuses à système de queue à tenon unique.Lames de scie sauteuse Wood and Metal, set de 30 pièces :T 119 BO (10x) : Longueur 83 mm.T 111 C (10x) : Longueur 100 mm.T 118 A (10x) : Longueur : 92 mm. 
",,3165140846493.0,"43,67",3165140846493.0,"43,67",BOSCH
71,71,5455,Meule à tronçonner Expert For Inox - diamètre 76 mm - Épaisseur 1 mm - 5 pièces,"10,02",https://www.prolians.fr/meule-a-tronconner-expert-for-inox-diametre-76-mm-epaisseur-1-mm-5-pieces-bosch60263817.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/6/0/60263817_0_20250419070046_1.jpg,2608601520,"

            Description du produit 

            Le disque à tronçonner aggloméré PRO Stainless Steel and Metal est spécialement conçu pour les mini meuleuses angulaires, offrant une découpe rapide et efficace de l'acier inoxydable et du métal. Il est fabriqué à partir de grains abrasifs robustes en oxyde d'aluminium, ce qui lui confère une grande durabilité et des performances prolongées dans le temps. Avec un alésage de 10 mm, il s'adapte parfaitement aux mini meuleuses, facilitant ainsi l'accès aux endroits étroits lors des travaux de découpe. Il est également disponible sous un ancien design, toujours sous la même dénomination, dédié à la découpe rapide de l'acier inoxydable et du métal.Ce disque est particulièrement apprécié des métalliers qui recherchent un outil fiable et durable pour leurs travaux de découpe sur différents types de métaux. Le PRO Stainless Steel and Metal est renforcé par un filet en fibre de verre, garantissant ainsi une utilisation plus sûre, en réduisant les risques de rupture ou de déformation pendant l'utilisation. De plus, il est exempt de fer, ce qui permet d'éviter l'apparition de rouille sur les pièces en acier inoxydable, une caractéristique cruciale pour les travaux exigeant des finitions propres et résistantes à la corrosion. Ce disque combine ainsi rapidité, sécurité et précision pour répondre aux besoins des professionnels du métal. 
",,3165140830560.0,"9,79",3165140830560.0,"9,79",BOSCH
72,72,5456,Burin SDS MAX plat autoaffutant 25x400 mm,"37,06",https://www.prolians.fr/burin-sds-max-plat-autoaffutant-25x400-mm-bosch52794862.html,https://www.prolians.fr/media/catalog/product_src/cache/a70b94d2a14edc0fdfd5ffbe8a490921/5/2/52794862_0_20250412044817_1.jpg,2608690124,"

            Description du produit 

            Burin plat RTec Sharp, auto-affûtant, Long life avec 100% de capacité d'enlèvement en plus  Enlèvement de matière en un temps encore plus court Une capacité d'enlèvement élevée et constante tout au long du cycle de vie Un travail plus productif sans temps mort et sans fastidieux réaffûtage  Performances accrues: Pas de coincement Durée de vie de 100 heures Capacité d'enlèvement supérieure de 30% à celle d'un burin pointu standard  Applications: Travaux de taille et de démolition dans maçonnerie et béton Travaux d'ajustage dans maçonnerie et béton Nettoyage de joints Dégagement d'armatures métalliques  
",,3165140460385.0,"28,61",3165140460385.0,"28,61",BOSCH
